　　臺中市,38.73%,45.00%,0.39%,－,13.33%,30.00%,,,,,,
　　臺南市,44.94%,45.00%,0.30%,－,25.52%,30.00%,,,,,,
　　縣　市 (表2-1),38.02%,45.00%,1.25%,2.00%,22.89%,30.00%,,,,,,
　　鄉鎮市 (表2-2),1.36%,25.00%,0.01%,0.60%,0.22%,30.00%,,,,,,
說明：1.依據公共債務法規定：,,,,,,,,,,,,
　　　　(1)1年以上非自償債務，係指中央及地方政府在普通基金及非營業基金預算內，所舉借之1年以上非自償債務。,,,,,,,,,,,,
　　　　(2)未滿1年債務，係指中央及地方政府為普通基金調度所舉借未滿1年債務。,,,,,,,,,,,,
"      2.依據行政院主計總處105年10月28日公布之前3年度(99年度至101年度)名目國內生產毛額(GDP)平均數為14,796,844百萬元。",,,,,,,,,,,,
各級政府公共債務概況總表,,,,,,,,,,,,
103年度,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元；％,,,,,
"　　　　　項目
 政府別",公共債務法規範之債務,,,,,其他債務,,,,,,
,一年以上債務,,未滿一年債務,,債務合計,自償性債務,"非營業基金
未滿一年債務",,,,,
,金額,比率,金額,比率,,,,,,,,
,-1,-2,-3,-4,(5)=(1)+(3),-6,-7,,,,,
合    計,"6,099,438",41.37%,"377,192",－,"6,476,629","451,092","257,160",,,,,
中央政府,"5,280,195",35.81%,"190,000",9.90%,"5,470,195","300,795","249,216",,,,,
地方政府,"819,243",5.56%,"187,192",16.10%,"1,006,434","150,297","7,944",,,,,
直轄市,"650,214",4.41%,"104,450",13.70%,"754,664","108,855","7,944",,,,,
臺北市,"216,999",1.47%,0,0.00%,"216,999","16,495",0,,,,,
高雄市,"232,157",1.57%,"12,647",9.73%,"244,804","25,429","2,746",,,,,
新北市,"68,050",0.46%,"42,000",26.33%,"110,050","41,049",0,,,,,
臺中市,"62,010",0.42%,"22,473",19.29%,"84,483","15,553",0,,,,,
臺南市,"48,798",0.33%,"23,331",28.93%,"72,129","2,745","5,198",,,,,
桃園市,"22,200",0.15%,"4,000",4.22%,"26,200","7,583",0,,,,,
縣市,"167,918",1.14%,"82,554",24.57%,"250,472","40,776",0,,,,,
宜蘭縣,"13,391",63.59%,"9,764",50.31%,"23,154","3,841",0,,,,,
新竹縣,"15,590",45.87%,"7,200",28.10%,"22,790","6,500",0,,,,,
苗栗縣,"23,194",62.83%,"16,616",58.16%,"39,810","8,895",0,,,,,
彰化縣,"15,967",31.65%,"7,886",17.63%,"23,853","5,455",0,,,,,
南投縣,"11,862",40.68%,"4,879",20.49%,"16,742",0,0,,,,,
雲林縣,"19,210",49.87%,"7,389",25.30%,"26,600","3,071",0,,,,,
嘉義縣,"15,668",48.17%,"5,554",23.08%,"21,222","5,680",0,,,,,
屏東縣,"19,022",45.38%,"8,861",26.71%,"27,882",294,0,,,,,
臺東縣,"4,724",27.04%,"2,529",16.42%,"7,253","1,542",0,,,,,
花蓮縣,"8,140",39.75%,"4,272",23.36%,"12,412",0,0,,,,,
澎湖縣,"2,070",16.51%,150,1.60%,"2,220",91,0,,,,,
基隆市,"9,629",47.37%,"2,800",15.61%,"12,429",0,0,,,,,
新竹市,"8,611",43.93%,"4,444",24.18%,"13,055","1,954",0,,,,,
嘉義市,840,5.25%,211,1.82%,"1,051","3,453",0,,,,,
金門縣,0,0.00%,0,0.00%,0,0,0,,,,,
連江縣,0,0.00%,0,0.00%,0,0,0,,,,,
鄉鎮市,"1,111",0.01%,187,0.29%,"1,298",666,0,,,,,
註1：中央、直轄市及縣(市)為審定決算數；鄉(鎮、市)為決算數。尾數加總不合係因四捨五入所致。,,,,,,,,,,,,
註2：依據103年1月1日新修正公共債務法第5條規定，各級政府債限如下：,,,,,,,,,,,,
 (1) 一年以上非自償債務：中央及各地方政府所舉借之一年以上非自償債務未償餘額不得超過前三年度名目GDP(國內生產毛額)平均數之50%【中央40.6%，地方9.4%－其中直轄市7.65%,,,,,,,,,,,,
               、縣(市)1.63%、鄉(鎮、市)0.12%】。個別縣(市)及鄉(鎮、市)舉借一年以上非自償債務未償餘額占各該政府總預算及特別預算歲出總額之比率，各不得超過50%及25%。,,,,,,,,,,,,
 (2) 未滿一年債務：中央及各地方政府未滿一年債務未償餘額占總預算及特別預算歲出總額之比率，分別不得超過15%及30%。,,,,,,,,,,,,
註3：「*」表示債務超限。,,,,,,,,,,,,
截至103年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,"7,331","167,136","82,554","33,445",782,0,"167,918","3,120",,,,
宜蘭縣,"1,436","13,391","9,764","2,405",0,0,"13,391",287,,,,
新竹縣,0,"15,590","7,200","6,500",0,0,"15,590",343,,,,
苗栗縣,0,"23,194","16,616","8,895",0,0,"23,194",662,,,,
彰化縣,0,"15,967","7,886","5,455",0,0,"15,967",260,,,,
南投縣,0,"11,862","4,879",0,0,0,"11,862",200,,,,
雲林縣,0,"19,210","7,389","3,071",0,0,"19,210",303,,,,
嘉義縣,"5,680","15,668","5,554",0,0,0,"15,668",234,,,,
屏東縣,215,"19,022","8,861",79,0,0,"19,022",301,,,,
臺東縣,0,"4,724","2,529","1,542",0,0,"4,724",79,,,,
花蓮縣,0,"8,140","4,272",0,0,0,"8,140",122,,,,
澎湖縣,0,"2,070",150,91,0,0,"2,070",25,,,,
基隆市,0,"9,629","2,800",0,0,0,"9,629",110,,,,
新竹市,0,"7,829","4,444","1,954",782,0,"8,611",158,,,,
嘉義市,0,840,211,"3,453",0,0,840,37,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1-2.  鄉(鎮、市)公所債務負擔表－債務餘額,,,,,,,,,,,,
截至103年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,30,"1,082",187,636,29,0,"1,111",53,,,,
宜蘭縣,0,15,0,10,0,0,15,0,,,,
新竹縣,0,72,0,0,0,0,72,0,,,,
苗栗縣,0,10,14,0,0,0,10,1,,,,
彰化縣,0,249,0,162,10,0,259,8,,,,
南投縣,0,252,0,181,0,0,252,9,,,,
雲林縣,30,0,0,26,0,0,0,1,,,,
嘉義縣,0,297,0,163,0,0,297,29,,,,
屏東縣,0,127,43,94,19,0,146,4,,,,
臺東縣,0,12,0,0,0,0,12,0,,,,
花蓮縣,0,0,0,0,0,0,0,0,,,,
澎湖縣,0,48,130,0,0,0,48,3,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1.  各級政府債務負擔表－債務餘額,,,,,,,,,,,,
截至103年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
　合　　計,"25,615","6,082,559","377,192","425,476","16,879","257,160","6,099,438","135,300",,,,
　中央政府,0,"5,280,195","190,000","300,795",0,"249,216","5,280,195","124,301",,,,
　地方政府,"25,615","802,364","187,192","124,681","16,879","7,944","819,243","10,999",,,,
　　臺北市,"14,960","216,999",0,"1,535",0,0,"216,999","3,329",,,,
　　高雄市,"3,294","216,090","12,647","22,134","16,067","2,746","232,157","1,941",,,,
　　新北市,0,"68,050","42,000","41,049",0,0,"68,050",921,,,,
　　臺中市,0,"62,010","22,473","15,553",0,0,"62,010",545,,,,
　　臺南市,0,"48,798","23,331","2,745",0,"5,198","48,798",741,,,,
    桃園市,0,"22,200","4,000","7,583",0,0,"22,200",349,,,,
　　縣　市 (表1-1),"7,331","167,136","82,554","33,445",782,0,"167,918","3,120",,,,
　　鄉鎮市 (表1-2),30,"1,082",187,636,29,0,"1,111",53,,,,
說明：,,,,,,,,,,,,
　　1.中央、直轄市、縣(市)審定決算數，鄉(鎮、市)為決算數。,,,,,,,,,,,,
　　2.本表為各級政府為應公共事務支出所舉借之債務，包括公債、國庫券、國內外借款。普通基金包括總預算及特別預算。,,,,,,,,,,,,
"　　3.1年以上自償性債務總計451,091百萬元，係有特定財源用以償債，依公共債務法規定不計入債限。",,,,,,,,,,,,
"　　4.未滿1年之債務總計634,352百萬元，係為調節庫款收支所舉借之債務，其中普通基金377,192百萬元，受公共債務法債限管制。",,,,,,,,,,,,
　　5.因擔保、保證或契約可能造成未來會計年度支出：,,,,,,,,,,,,
"　　　(1)中央政府：行政院國家發展基金及原住民族綜合發展基金計2,798百萬元。",,,,,,,,,,,,
"　　　(2)直轄市及縣(市)政府：共計2,656百萬元，分別為臺北市210百萬元、高雄市400百萬元、臺中市41百萬元、",,,,,,,,,,,,
               花蓮縣7百萬元、基隆市810百萬元及連江縣30百萬元。,,,,,,,,,,,,
               ,,,,,,,,,,,,
表2-1.  縣(市)政府債務負擔表－債務比率,,,,,,,,,,,,
截至103年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,40.84%,50.00%,24.57%,30.00%,,,,,,,,
宜蘭縣,63.59%,50.00%,50.31%,30.00%,,,,,,,,
新竹縣,45.87%,50.00%,28.10%,30.00%,,,,,,,,
苗栗縣,62.83%,50.00%,58.16%,30.00%,,,,,,,,
彰化縣,31.65%,50.00%,17.63%,30.00%,,,,,,,,
南投縣,40.68%,50.00%,20.49%,30.00%,,,,,,,,
雲林縣,49.87%,50.00%,25.30%,30.00%,,,,,,,,
嘉義縣,48.17%,50.00%,23.08%,30.00%,,,,,,,,
屏東縣,45.38%,50.00%,26.71%,30.00%,,,,,,,,
臺東縣,27.04%,50.00%,16.42%,30.00%,,,,,,,,
花蓮縣,39.75%,50.00%,23.36%,30.00%,,,,,,,,
澎湖縣,16.51%,50.00%,1.60%,30.00%,,,,,,,,
基隆市,47.37%,50.00%,15.61%,30.00%,,,,,,,,
新竹市,43.93%,50.00%,24.18%,30.00%,,,,,,,,
嘉義市,5.25%,50.00%,1.82%,30.00%,,,,,,,,
金門縣,0.00%,50.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,50.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2-2.  鄉(鎮、市)公所債務負擔表－債務比率,,,,,,,,,,,,
截至103年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,1.40%,25.00%,0.29%,30.00%,,,,,,,,
宜蘭縣,0.26%,25.00%,0.00%,30.00%,,,,,,,,
新竹縣,0.81%,25.00%,0.00%,30.00%,,,,,,,,
苗栗縣,0.14%,25.00%,0.24%,30.00%,,,,,,,,
彰化縣,2.59%,25.00%,0.00%,30.00%,,,,,,,,
南投縣,3.21%,25.00%,0.00%,30.00%,,,,,,,,
雲林縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
嘉義縣,4.98%,25.00%,0.00%,30.00%,,,,,,,,
屏東縣,1.18%,25.00%,0.42%,30.00%,,,,,,,,
臺東縣,0.29%,25.00%,0.00%,30.00%,,,,,,,,
花蓮縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
澎湖縣,2.87%,25.00%,8.60%,30.00%,,,,,,,,
金門縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2.  各級政府債務負擔表－債務比率,,,,,,,,,,,,
截至103年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,單位：％　　,,,,,,
政府別,   1年以上非自償債務餘額,,,,未滿1年債務餘額,,,,,,,
,占歲出比率,法定比率,"占前3年度名目國內
生產毛額平均數比率",法定比率,占歲出比率,法定比率,,,,,,
　合　　計,－,－,41.37%,50.00%,－,－,,,,,,
　中央政府,－,－,35.81%,40.60%,9.90%,15.00%,,,,,,
　地方政府,－,－,5.56%,9.40%,－,－,,,,,,
　　臺北市,－,－,1.47%,2.61%,0.00%,30.00%,,,,,,
　　高雄市,－,－,1.57%,1.94%,9.73%,30.00%,,,,,,
　　新北市,－,,0.46%,0.95%,26.33%,30.00%,,,,,,
　　臺中市,－,,0.42%,0.83%,19.29%,30.00%,,,,,,
　　臺南市,－,,0.33%,0.67%,28.93%,30.00%,,,,,,
    桃園市,－,,0.15%,0.65%,4.22%,30.00%,,,,,,
　　縣　市 (表2-1),40.84%,50.00%,1.14%,1.63%,24.57%,30.00%,,,,,,
　　鄉鎮市 (表2-2),1.40%,25.00%,0.01%,0.12%,0.29%,30.00%,,,,,,
說明：1.依據公共債務法規定：,,,,,,,,,,,,
　　　　(1)1年以上非自償債務，係指中央及地方政府在普通基金及非營業基金預算內，所舉借之1年以上非自償債務。,,,,,,,,,,,,
　　　　(2)未滿1年債務，係指中央及地方政府為普通基金調度所舉借未滿1年債務。,,,,,,,,,,,,
"      2.依據行政院主計總處105年10月28日公布之前3年度(100年度至102年度)名目國內生產毛額(GDP)平均數為14,743,285百萬元。",,,,,,,,,,,,
　　　,,,,,,,,,,,,
各級政府公共債務概況總表,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元；％,,,,,
"　　　　　項目
 政府別",公共債務法規範之債務,,,,,其他債務,,,,,,
,1年以上債務,,未滿1年債務,,債務合計,自償性債務,"非營業基金
未滿1年債務",,,,,
,金額,比率,金額,比率,,,,,,,,
,-1,-2,-3,-4,(5)=(1)+(3),-6,-7,,,,,
合    計,"6,134,602",40.00%,"305,705",－,"6,440,307","434,920","263,898",,,,,
中央政府,"5,301,173",34.56%,"134,000",6.89%,"5,435,173","274,574","249,918",,,,,
地方政府,"833,430",5.43%,"171,705",15.17%,"1,005,134","160,346","13,980",,,,,
直轄市,"668,970",4.36%,"93,642",12.72%,"762,611","118,275","13,980",,,,,
臺北市,"199,861",1.30%,0,0.00%,"199,861","19,319",0,,,,,
高雄市,"240,610",1.57%,"15,756",12.77%,"256,366","25,966","2,692",,,,,
新北市,"85,800",0.56%,"37,000",23.36%,"122,800","43,307",0,,,,,
臺中市,"70,526",0.46%,"18,386",15.19%,"88,912","22,675",0,,,,,
臺南市,"54,573",0.36%,"18,500",24.15%,"73,072","7,007","11,289",,,,,
桃園市,"17,600",0.11%,"4,000",4.36%,"21,600",1,0,,,,,
縣市,"163,586",1.07%,"77,918",23.09%,"241,504","41,568",0,,,,,
宜蘭縣,"12,971",58.04%,"9,662",45.46%,"22,633","4,033",0,,,,,
新竹縣,"15,590",45.51%,"6,301",24.54%,"21,891","6,800",0,,,,,
苗栗縣,"22,844",67.03%,"16,442",65.17%,"39,286","11,537",0,,,,,
彰化縣,"15,517",30.73%,"8,314",18.92%,"23,831","4,123",0,,,,,
南投縣,"11,741",44.81%,"5,339",24.12%,"17,081","1,155",0,,,,,
雲林縣,"18,860",48.06%,"7,396",25.20%,"26,256","1,743",0,,,,,
嘉義縣,"15,220",47.30%,"5,442",21.51%,"20,662","5,188",0,,,,,
屏東縣,"18,815",47.10%,"6,331",18.64%,"25,146",128,0,,,,,
臺東縣,"4,681",26.64%,"2,847",18.36%,"7,528","1,411",0,,,,,
花蓮縣,"8,120",39.70%,"4,142",22.63%,"12,262",0,0,,,,,
澎湖縣,"1,800",12.81%,406,3.80%,"2,206",21,0,,,,,
基隆市,"8,829",45.03%,"1,600",9.29%,"10,429",0,0,,,,,
新竹市,"8,210",41.32%,"3,694",19.74%,"11,904","1,905",0,,,,,
嘉義市,389,2.45%,0,0.00%,389,"3,525",0,,,,,
金門縣,0,0.00%,0,0.00%,0,0,0,,,,,
連江縣,0,0.00%,0,0.00%,0,0,0,,,,,
鄉鎮市,874,0.01%,145,0.25%,"1,019",503,0,,,,,
註1：中央、直轄市及縣(市)為審定決算數；鄉(鎮、市)為決算數。,,,,,,,,,,,,
註2：依據103年1月1日實施之公共債務法第5條規定，各級政府債限如下：,,,,,,,,,,,,
 (1) 1年以上非自償債務：中央及各地方政府所舉借之1年以上非自償債務未償餘額不得超過前3年度名目GDP(國內生產毛額)平均數之50%【中央40.6%，地方9.4%－其中直轄市7.65%,,,,,,,,,,,,
               、縣(市)1.63%、鄉(鎮、市)0.12%】。個別縣(市)及鄉(鎮、市)舉借1年以上非自償債務未償餘額占各該政府總預算及特別預算歲出總額之比率，各不得超過50%及25%。,,,,,,,,,,,,
 (2) 未滿1年債務：中央及各地方政府未滿1年債務未償餘額占總預算及特別預算歲出總額之比率，分別不得超過15%及30%。,,,,,,,,,,,,
註3：「*」表示債務超限。,,,,,,,,,,,,
表1-1.  縣(市)政府債務負擔表－債務餘額,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,"7,072","163,477","77,918","34,497",109,0,"163,586","2,986",,,,
宜蘭縣,"1,784","12,971","9,662","2,249",0,0,"12,971",225,,,,
新竹縣,0,"15,590","6,301","6,800",0,0,"15,590",371,,,,
苗栗縣,0,"22,844","16,442","11,537",0,0,"22,844",664,,,,
彰化縣,0,"15,517","8,314","4,123",0,0,"15,517",277,,,,
南投縣,0,"11,741","5,339","1,155",0,0,"11,741",182,,,,
雲林縣,0,"18,860","7,396","1,743",0,0,"18,860",316,,,,
嘉義縣,"5,188","15,220","5,442",0,0,0,"15,220",228,,,,
屏東縣,100,"18,815","6,331",28,0,0,"18,815",228,,,,
臺東縣,0,"4,572","2,847","1,411",109,0,"4,681",73,,,,
花蓮縣,0,"8,120","4,142",0,0,0,"8,120",115,,,,
澎湖縣,0,"1,800",406,21,0,0,"1,800",21,,,,
基隆市,0,"8,829","1,600",0,0,0,"8,829",105,,,,
新竹市,0,"8,210","3,694","1,905",0,0,"8,210",143,,,,
嘉義市,0,389,0,"3,525",0,0,389,38,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1-2.  鄉(鎮、市)公所債務負擔表－債務餘額,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,24,858,145,479,16,0,874,20,,,,
宜蘭縣,0,10,0,7,0,0,10,0,,,,
新竹縣,0,72,0,0,0,0,72,0,,,,
苗栗縣,0,14,10,0,0,0,14,0,,,,
彰化縣,0,205,0,90,0,0,205,6,,,,
南投縣,0,165,0,180,0,0,165,7,,,,
雲林縣,24,0,0,12,0,0,0,0,,,,
嘉義縣,0,256,0,108,0,0,256,1,,,,
屏東縣,0,88,17,82,16,0,104,3,,,,
臺東縣,0,6,0,0,0,0,6,0,,,,
花蓮縣,0,0,0,0,0,0,0,0,,,,
澎湖縣,0,42,118,0,0,0,42,2,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
註：宜蘭縣、苗栗縣、雲林縣、臺東縣及金門縣付息數分別為0.19百萬元、0.33百萬元、0.45百萬元、0.1百萬元及0.005百萬元。另金門縣非營業特種基金1年以上,,,,,,,,,,,,
自償性債務為0.33百萬元。,,,,,,,,,,,,
表1.  各級政府債務負擔表－債務餘額,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
　合　　計,"28,367","6,118,411","305,705","406,553","16,192","263,898","6,134,602","130,492",,,,
　中央政府,0,"5,301,173","134,000","274,574",0,"249,918","5,301,173","120,528",,,,
　地方政府,"28,367","817,238","171,705","131,979","16,192","13,980","833,430","9,964",,,,
　　臺北市,"18,117","199,861",0,"1,203",0,0,"199,861","2,110",,,,
　　高雄市,"3,155","224,543","15,756","22,811","16,067","2,692","240,610","2,029",,,,
　　新北市,0,"85,800","37,000","43,307",0,0,"85,800","1,168",,,,
　　臺中市,0,"70,526","18,386","22,675",0,0,"70,526",668,,,,
　　臺南市,0,"54,573","18,500","7,007",0,"11,289","54,573",708,,,,
    桃園市,0,"17,600","4,000",1,0,0,"17,600",274,,,,
　　縣　市 (表1-1),"7,072","163,477","77,918","34,497",109,0,"163,586","2,986",,,,
　　鄉鎮市 (表1-2),24,858,145,479,16,0,874,20,,,,
說明：,,,,,,,,,,,,
　　1.中央、直轄市、縣(市)為審定決算數，鄉(鎮、市)為決算數。,,,,,,,,,,,,
　　2.本表為各級政府為應公共事務支出所舉借之債務，包括公債、國庫券、國內外借款。普通基金包括總預算及特別預算。,,,,,,,,,,,,
"　　3.1年以上自償性債務總計434,920百萬元，係有特定財源用以償債，依公共債務法規定不計入債限。",,,,,,,,,,,,
"　　4.未滿1年之債務總計569,603百萬元，係為調節庫款收支所舉借之債務，其中普通基金305,705百萬元，受公共債務法債限管制。",,,,,,,,,,,,
　　5.因擔保、保證或契約可能造成未來會計年度支出：,,,,,,,,,,,,
"　　　(1)中央政府：行政院國家發展基金1,697百萬元及原住民族綜合發展基金795百萬元。",,,,,,,,,,,,
"　　　(2)直轄市及縣(市)政府：共計1,722百萬元，分別為新北市280百萬元、臺中市40百萬元、高雄市412百萬元、基隆市960百萬元及連江縣30百萬元。",,,,,,,,,,,,
表2-1.  縣(市)政府債務負擔表－債務比率,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,40.05%,50.00%,23.09%,30.00%,,,,,,,,
宜蘭縣,58.04%,50.00%,45.46%,30.00%,,,,,,,,
新竹縣,45.51%,50.00%,24.54%,30.00%,,,,,,,,
苗栗縣,67.03%,50.00%,65.17%,30.00%,,,,,,,,
彰化縣,30.73%,50.00%,18.92%,30.00%,,,,,,,,
南投縣,44.81%,50.00%,24.12%,30.00%,,,,,,,,
雲林縣,48.06%,50.00%,25.20%,30.00%,,,,,,,,
嘉義縣,47.30%,50.00%,21.51%,30.00%,,,,,,,,
屏東縣,47.10%,50.00%,18.64%,30.00%,,,,,,,,
臺東縣,26.64%,50.00%,18.36%,30.00%,,,,,,,,
花蓮縣,39.70%,50.00%,22.63%,30.00%,,,,,,,,
澎湖縣,12.81%,50.00%,3.80%,30.00%,,,,,,,,
基隆市,45.03%,50.00%,9.29%,30.00%,,,,,,,,
新竹市,41.32%,50.00%,19.74%,30.00%,,,,,,,,
嘉義市,2.45%,50.00%,0.00%,30.00%,,,,,,,,
金門縣,0.00%,50.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,50.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2-2.  鄉(鎮、市)公所債務負擔表－債務比率,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,1.20%,25.00%,0.25%,30.00%,,,,,,,,
宜蘭縣,0.17%,25.00%,0.00%,30.00%,,,,,,,,
新竹縣,0.94%,25.00%,0.00%,30.00%,,,,,,,,
苗栗縣,0.20%,25.00%,0.18%,30.00%,,,,,,,,
彰化縣,2.19%,25.00%,0.00%,30.00%,,,,,,,,
南投縣,2.59%,25.00%,0.00%,30.00%,,,,,,,,
雲林縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
嘉義縣,4.75%,25.00%,0.00%,30.00%,,,,,,,,
屏東縣,0.92%,25.00%,0.20%,30.00%,,,,,,,,
臺東縣,0.12%,25.00%,0.00%,30.00%,,,,,,,,
花蓮縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
澎湖縣,2.57%,25.00%,8.06%,30.00%,,,,,,,,
金門縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
備註：嘉義縣朴子市1年以上非自償債務餘額占歲出比率為30.35%，餘均低於法定債限。,,,,,,,,,,,,
 ,,,,,,,,,,,,
表2.  各級政府債務負擔表－債務比率,,,,,,,,,,,,
截至104年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,單位：％　　,,,,,,
政府別,   1年以上非自償債務餘額,,,,未滿1年債務餘額,,,,,,,
,占歲出比率,法定比率,"占前3年度名目國內
生產毛額平均數比率",法定比率,占歲出比率,法定比率,,,,,,
　合　　計,－,－,40.00%,50.00%,－,－,,,,,,
　中央政府,－,－,34.56%,40.60%,6.89%,15.00%,,,,,,
　地方政府,－,－,5.43%,9.40%,－,－,,,,,,
　　臺北市,－,－,1.30%,2.57%,0.00%,30.00%,,,,,,
　　高雄市,－,－,1.57%,1.92%,12.77%,30.00%,,,,,,
　　新北市,－,,0.56%,0.96%,23.36%,30.00%,,,,,,
　　臺中市,－,,0.46%,0.84%,15.19%,30.00%,,,,,,
　　臺南市,－,,0.36%,0.69%,24.15%,30.00%,,,,,,
    桃園市,－,,0.11%,0.67%,4.36%,30.00%,,,,,,
　　縣　市 (表2-1),40.05%,50.00%,1.07%,1.63%,23.09%,30.00%,,,,,,
　　鄉鎮市 (表2-2),1.20%,25.00%,0.01%,0.12%,0.25%,30.00%,,,,,,
說明：1.依據公共債務法規定：,,,,,,,,,,,,
　　　　(1)1年以上非自償債務，係指中央及地方政府在普通基金及非營業基金預算內，所舉借之1年以上非自償債務。,,,,,,,,,,,,
　　　　(2)未滿1年債務，係指中央及地方政府普通基金所舉借未滿1年債務。,,,,,,,,,,,,
"      2.依據行政院主計總處105年10月28日公布之前3年度名目國內生產毛額(GDP)平均數為15,338,352百萬元。",,,,,,,,,,,,
　　　,,,,,,,,,,,,
 ,,,,,,,,,,,,
